ID;LATITUDE;LONGITUDE;Mun/UF;MUNICIPIO;UF;Valor
3339;-23,47;-52,55;JAPURA - PR;JAPURA;PR;52613,3959602177
3340;-24,17;-51,69;JARDIM ALEGRE - PR;JARDIM ALEGRE;PR;69597,8577943946
3341;-22,54;-52,06;JARDIM OLINDA - PR;JARDIM OLINDA;PR;8938,67534857306
3342;-23,25;-50,98;JATAIZINHO - PR;JATAIZINHO;PR;75277,871483011
3343;-24,38;-53,38;JESUITAS - PR;JESUITAS;PR;65112,9968269393
3344;-23,49;-49,9;JOAQUIM TAVORA - PR;JOAQUIM TAVORA;PR;63890,2192645913
3345;-23,43;-50,24;JUNDIAI DO SUL - PR;JUNDIAI DO SUL;PR;22390,7723971668
3346;-24,42;-52,84;JURANDA - PR;JURANDA;PR;59118,485155093
3347;-23,62;-52,46;JUSSARA - PR;JUSSARA;PR;41380,8464904007
3348;-23,81;-51,66;KALORE - PR;KALORE;PR;36357,0179250194
3349;-25,77;-49,71;LAPA - PR;LAPA;PR;263604,918296371
3350;-24,88;-52,46;LARANJAL - PR;LARANJAL;PR;48333,4927600748
3351;-25,4;-52,41;LARANJEIRAS DO SUL - PR;LARANJEIRAS DO SUL;PR;257154,004110765
3352;-23,08;-50,75;LEOPOLIS - PR;LEOPOLIS;PR;31390,3865552069
3353;-24,1;-51,65;LIDIANOPOLIS - PR;LIDIANOPOLIS;PR;31022,2422582193
3354;-25,26;-53,57;LINDOESTE - PR;LINDOESTE;PR;45303,2618035406
3355;-22,92;-53,13;LOANDA - PR;LOANDA;PR;117419,004861195
3356;-23;-51,95;LOBATO - PR;LOBATO;PR;24204,3404876453
3357;-23,31;-51,16;LONDRINA - PR;LONDRINA;PR;412553
3358;-24,28;-52,27;LUIZIANA - PR;LUIZIANA;PR;50763,1011303846
3359;-24,07;-51,73;LUNARDELLI - PR;LUNARDELLI;PR;37199,5989487559
3360;-22,75;-51,65;LUPIONOPOLIS - PR;LUPIONOPOLIS;PR;28671,3422944083
3361;-25,87;-50,82;MALLET - PR;MALLET;PR;81713,3286310549
3362;-24,31;-52,53;MAMBORE - PR;MAMBORE;PR;98875,3113191201
3363;-23,34;-52,09;MANDAGUACU - PR;MANDAGUACU;PR;107946,869642807
3364;-23,54;-51,67;MANDAGUARI - PR;MANDAGUARI;PR;187049,6690265
3365;-25,77;-49,32;MANDIRITUBA - PR;MANDIRITUBA;PR;104558,684796691
3366;-26,14;-53,31;MANFRINOPOLIS - PR;MANFRINOPOLIS;PR;28808,0365474625
3367;-25,94;-52,17;MANGUEIRINHA - PR;MANGUEIRINHA;PR;118854,382994432
3368;-24,51;-51,66;MANOEL RIBAS - PR;MANOEL RIBAS;PR;87411,1854776779
3369;-24,55;-54,05;MARECHAL CANDIDO RONDON - PR;MARECHAL CANDIDO RONDON;PR;238438,901679988
3370;-23,61;-53,2;MARIA HELENA - PR;MARIA HELENA;PR;46104,4115519332
3371;-23,48;-51,79;MARIALVA - PR;MARIALVA;PR;156069,01362019
3372;-23,74;-51,3;MARILANDIA DO SUL - PR;MARILANDIA DO SUL;PR;57109,7496647628
3373;-22,73;-53,04;MARILENA - PR;MARILENA;PR;39625,009933752
3374;-24;-53,14;MARILUZ - PR;MARILUZ;PR;64849,4254134124
3375;-23,42;-51,93;MARINGA - PR;MARINGA;PR;1802416,36232131
3376;-26,35;-52,55;MARIOPOLIS - PR;MARIOPOLIS;PR;41673,9825174482
3377;-24,41;-53,83;MARIPA - PR;MARIPA;PR;42987,4678817703
3378;-26,14;-53,02;MARMELEIRO - PR;MARMELEIRO;PR;87518,9401718182
3379;-25,11;-52,25;MARQUINHO - PR;MARQUINHO;PR;40045,2811881502
3380;-23,7;-51,63;MARUMBI - PR;MARUMBI;PR;29960,579842005
3381;-25,24;-53,99;MATELANDIA - PR;MATELANDIA;PR;88762,9098407095
3382;-25,81;-48,54;MATINHOS - PR;MATINHOS;PR;130344,490620198
3383;-24,7;-52,14;MATO RICO - PR;MATO RICO;PR;33620,3536592306
3384;-23,9;-51,22;MAUA DA SERRA - PR;MAUA DA SERRA;PR;35957,3469279598
3385;-25,29;-54,09;MEDIANEIRA - PR;MEDIANEIRA;PR;214265,566897323
3386;-24,45;-54,16;MERCEDES - PR;MERCEDES;PR;30781,4384451503
3387;-23,25;-52,77;MIRADOR - PR;MIRADOR;PR;14244,1607586948
3388;-22,96;-51,45;MIRASELVA - PR;MIRASELVA;PR;11355,3597265746
3389;-25,09;-54,24;MISSAL - PR;MISSAL;PR;67124,6411899539
3390;-24,06;-53;MOREIRA SALES - PR;MOREIRA SALES;PR;90813,7610053697
3391;-25,47;-48,83;MORRETES - PR;MORRETES;PR;92781,9964913763
3392;-23,14;-51,77;MUNHOZ DE MELO - PR;MUNHOZ DE MELO;PR;20899,4687567088
3393;-22,91;-51,79;NOSSA SENHORA DAS GRACAS - PR;NOSSA SENHORA DAS GRACAS;PR;24217,0469816821
3394;-23,17;-52,6;NOVA ALIANCA DO IVAI - PR;NOVA ALIANCA DO IVAI;PR;8481,26192362864
3395;-23,33;-50,71;NOVA AMERICA DA COLINA - PR;NOVA AMERICA DA COLINA;PR;23134,0847913726
3396;-24,52;-53,25;NOVA AURORA - PR;NOVA AURORA;PR;96424,4408093714
3397;-24,67;-52,56;NOVA CANTU - PR;NOVA CANTU;PR;59211,8065070322
3398;-23,18;-52,2;NOVA ESPERANCA - PR;NOVA ESPERANCA;PR;172785,913304031
3399;-25,9;-53,26;NOVA ESPERANCA DO SUDOESTE - PR;NOVA ESPERANCA DO SUDOESTE;PR;31947,3367029939
3400;-23,43;-50,56;NOVA FATIMA - PR;NOVA FATIMA;PR;53978,6570350888
3401;-25,3;-52,54;NOVA LARANJEIRAS - PR;NOVA LARANJEIRAS;PR;109087,949501452
3402;-22,76;-52,98;NOVA LONDRINA - PR;NOVA LONDRINA;PR;86228,9058344363
3403;-23,47;-53,08;NOVA OLIMPIA - PR;NOVA OLIMPIA;PR;32282,3114263102
3404;-25,63;-53,34;NOVA PRATA DO IGUACU - PR;NOVA PRATA DO IGUACU;PR;71749,4350028126
3405;-23,59;-50,72;NOVA SANTA BARBARA - PR;NOVA SANTA BARBARA;PR;22947,6288047839
3406;-24,46;-53,95;NOVA SANTA ROSA - PR;NOVA SANTA ROSA;PR;45342,9537685648
3407;-24,43;-51,94;NOVA TEBAS - PR;NOVA TEBAS;PR;92942,2484638297
3408;-23,76;-51,5;NOVO ITACOLOMI - PR;NOVO ITACOLOMI;PR;19187,908237975
3409;-24,2;-50,94;ORTIGUEIRA - PR;ORTIGUEIRA;PR;196506,594115513
3410;-23,4;-52,19;OURIZONA - PR;OURIZONA;PR;22044,564318881
3411;-24,8;-53,9;OURO VERDE DO OESTE - PR;OURO VERDE DO OESTE;PR;40951,6661895222
3412;-23,45;-52,04;PAICANDU - PR;PAICANDU;PR;178341,153381935
3413;-26,48;-51,99;PALMAS - PR;PALMAS;PR;191353,331578243
3414;-25,42;-50;PALMEIRA - PR;PALMEIRA;PR;199786,803327135
3415;-24,89;-52,2;PALMITAL - PR;PALMITAL;PR;111942,128666455
3416;-24,28;-53,84;PALOTINA - PR;PALOTINA;PR;166409,026490681
3417;-23,28;-52,6;PARAISO DO NORTE - PR;PARAISO DO NORTE;PR;61190,058271926
3418;-22,93;-52,15;PARANACITY - PR;PARANACITY;PR;59311,1985655932
3419;-25,52;-48,5;PARANAGUA - PR;PARANAGUA;PR;802275,373515311
3420;-22,63;-52,09;PARANAPOEMA - PR;PARANAPOEMA;PR;16455,7932767531
3421;-23,07;-52,46;PARANAVAI - PR;PARANAVAI;PR;505776,710910934
3422;-24,62;-54,22;PATO BRAGADO - PR;PATO BRAGADO;PR;23279,2268026706
3423;-26,22;-52,67;PATO BRANCO - PR;PATO BRANCO;PR;360190,422226037
3424;-26,2;-50,93;PAULA FREITAS - PR;PAULA FREITAS;PR;29732,0229914095
3425;-26,04;-50,83;PAULO FRONTIN - PR;PAULO FRONTIN;PR;46698,7228967093
3426;-23,91;-52,34;PEABIRU - PR;PEABIRU;PR;82201,7732195712
3427;-23,89;-53,41;PEROBAL - PR;PEROBAL;PR;36459,4594895276
3428;-23,8;-53,68;PEROLA - PR;PEROLA;PR;67899,6611306301
3429;-25,82;-53,74;PEROLA D'OESTE - PR;PEROLA D'OESTE;PR;48519,4171215775
3430;-26,09;-49,42;PIEN - PR;PIEN;PR;52810,7892600035
3431;-25,44;-49,19;PINHAIS - PR;PINHAIS;PR;623873,866441859
3432;-26,03;-53,48;PINHAL DE SAO BENTO - PR;PINHAL DE SAO BENTO;PR;16119,9718923103
3433;-23,79;-50,05;PINHALAO - PR;PINHALAO;PR;40179,0858404283
3434;-25,69;-51,66;PINHAO - PR;PINHAO;PR;166100,90398515
3435;-24,52;-49,94;PIRAI DO SUL - PR;PIRAI DO SUL;PR;129929,568953121
3436;-25,44;-49,06;PIRAQUARA - PR;PIRAQUARA;PR;356891,124187687
3437;-24,75;-51,76;PITANGA - PR;PITANGA;PR;230143,810077883
3438;-23,23;-51,58;PITANGUEIRAS - PR;PITANGUEIRAS;PR;14019,6719063853
3439;-23;-52,91;PLANALTINA DO PARANA - PR;PLANALTINA DO PARANA;PR;24174,612003937
3440;-25,71;-53,76;PLANALTO - PR;PLANALTO;PR;100739,141434549
3441;-25,09;-50,16;PONTA GROSSA - PR;PONTA GROSSA;PR;1672971,25278122
3442;-25,67;-48,51;PONTAL DO PARANA - PR;PONTAL DO PARANA;PR;60645,6683379623
3443;-22,75;-51,37;PORECATU - PR;PORECATU;PR;116968,204158753
3444;-25,54;-49,89;PORTO AMAZONAS - PR;PORTO AMAZONAS;PR;22690,5453540837
3445;-25,54;-52,4;PORTO BARREIRO - PR;PORTO BARREIRO;PR;23981,8243535257
3446;-22,77;-53,26;PORTO RICO - PR;PORTO RICO;PR;18893,8891219989
3447;-26,16;-51,23;PORTO VITORIA - PR;PORTO VITORIA;PR;23719,8986802156
3448;-23,03;-51,44;PRADO FERREIRA - PR;PRADO FERREIRA;PR;17131,6854431766
3449;-26,02;-53,74;PRANCHITA - PR;PRANCHITA;PR;43826,3371802693
3450;-23,27;-52,15;PRESIDENTE CASTELO BRANCO - PR;PRESIDENTE CASTELO BRANCO;PR;27523,4121588724
3451;-22,85;-51,02;PRIMEIRO DE MAIO - PR;PRIMEIRO DE MAIO;PR;75219,3321896338
3452;-25,21;-50,97;PRUDENTOPOLIS - PR;PRUDENTOPOLIS;PR;284639,712743518
3453;-24,27;-53,07;QUARTO CENTENARIO - PR;QUARTO CENTENARIO;PR;35686,5450312258
3454;-23,56;-49,91;QUATIGUA - PR;QUATIGUA;PR;37008,4603213989
3455;-25,36;-49,07;QUATRO BARRAS - PR;QUATRO BARRAS;PR;86026,6116072364
3456;-24,57;-53,97;QUATRO PONTES - PR;QUATRO PONTES;PR;21708,7316107254
3457;-25,45;-52,9;QUEDAS DO IGUACU - PR;QUEDAS DO IGUACU;PR;169357,226706018
3458;-23,08;-53,48;QUERENCIA DO NORTE - PR;QUERENCIA DO NORTE;PR;62727,7236082402
3459;-23,85;-52,13;QUINTA DO SOL - PR;QUINTA DO SOL;PR;34525,5711128
3460;-25,87;-49,49;QUITANDINHA - PR;QUITANDINHA;PR;95182,5266608685
3461;-25,12;-54,02;RAMILANDIA - PR;RAMILANDIA;PR;19857,1454205188
3462;-23,07;-50,91;RANCHO ALEGRE - PR;RANCHO ALEGRE;PR;29581,5251090941
3463;-24,3;-52,95;RANCHO ALEGRE D'OESTE - PR;RANCHO ALEGRE D'OESTE;PR;23409,7154441785
3464;-25,76;-53,52;REALEZA - PR;REALEZA;PR;107387,669092332
3465;-25,62;-50,69;REBOUCAS - PR;REBOUCAS;PR;89470,6897298896
3466;-26,15;-52,96;RENASCENCA - PR;RENASCENCA;PR;43763,8567230216
3467;-24,65;-50,85;RESERVA - PR;RESERVA;PR;152117,81370377
3468;-25,83;-52,02;RESERVA DO IGUACU - PR;RESERVA DO IGUACU;PR;38584,0339453789
3469;-23,19;-49,75;RIBEIRAO CLARO - PR;RIBEIRAO CLARO;PR;68364,9195491941
3470;-23,4;-50,35;RIBEIRAO DO PINHAL - PR;RIBEIRAO DO PINHAL;PR;92605,8286131339
3471;-25,73;-50,79;RIO AZUL - PR;RIO AZUL;PR;86132,0531954803
3472;-23,76;-51,41;RIO BOM - PR;RIO BOM;PR;23687,8406173185
3473;-25,49;-52,52;RIO BONITO DO IGUACU - PR;RIO BONITO DO IGUACU;PR;68358,9819522286
3474;-24,32;-51,31;RIO BRANCO DO IVAI - PR;RIO BRANCO DO IVAI;PR;24587,2316329342
3475;-25,19;-49,31;RIO BRANCO DO SUL - PR;RIO BRANCO DO SUL;PR;156216,037027651
3476;-26,1;-49,79;RIO NEGRO - PR;RIO NEGRO;PR;176029,476550107
3477;-23,31;-51,36;ROLANDIA - PR;ROLANDIA;PR;271299,76771062
3478;-24,6;-52,27;RONCADOR - PR;RONCADOR;PR;86530,532286482
3479;-23,41;-52,76;RONDON - PR;RONDON;PR;52677,3859359174
3480;-24,27;-51,27;ROSARIO DO IVAI - PR;ROSARIO DO IVAI;PR;49655,6903520419
3481;-23,31;-51,55;SABAUDIA - PR;SABAUDIA;PR;36690,7486970534
3482;-26,17;-53,36;SALGADO FILHO - PR;SALGADO FILHO;PR;36828,9048752518
3483;-23,6;-49,62;SALTO DO ITARARE - PR;SALTO DO ITARARE;PR;33924,9861754514
3484;-25,78;-53,3;SALTO DO LONTRA - PR;SALTO DO LONTRA;PR;86250,6875580137
3485;-23,26;-50,42;SANTA AMELIA - PR;SANTA AMELIA;PR;30995,4044918701
3486;-23,51;-50,78;SANTA CECILIA DO PAVAO - PR;SANTA CECILIA DO PAVAO;PR;26098,6471517856
3487;-22,95;-53,29;SANTA CRUZ DE MONTE CASTELO - PR;SANTA CRUZ DE MONTE CASTELO;PR;56095,1825441366
3488;-23,03;-51,8;SANTA FE - PR;SANTA FE;PR;52154,0015330529
3489;-24,86;-54,33;SANTA HELENA - PR;SANTA HELENA;PR;133359,561130635
3490;-22,63;-51,9;SANTA INES - PR;SANTA INES;PR;12390,9215065194
3491;-23;-53,19;SANTA ISABEL DO IVAI - PR;SANTA ISABEL DO IVAI;PR;65147,1070416738
3492;-25,82;-53,48;SANTA IZABEL DO OESTE - PR;SANTA IZABEL DO OESTE;PR;78546,8551003811
3493;-25,4;-53,56;SANTA LUCIA - PR;SANTA LUCIA;PR;26981,2456026941
3494;-24,93;-51,86;SANTA MARIA DO OESTE - PR;SANTA MARIA DO OESTE;PR;86952,370702431
3495;-23,15;-50,51;SANTA MARIANA - PR;SANTA MARIANA;PR;82429,3693092739
3496;-23,1;-53,1;SANTA MONICA - PR;SANTA MONICA;PR;18539,0212604394
3497;-25,05;-53,63;SANTA TEREZA DO OESTE - PR;SANTA TEREZA DO OESTE;PR;63292,1153014797
3498;-25,36;-54,48;SANTA TEREZINHA DE ITAIPU - PR;SANTA TEREZINHA DE ITAIPU;PR;105458,365510263
3499;-23,75;-49,62;SANTANA DO ITARARE - PR;SANTANA DO ITARARE;PR;38090,0029845745
3500;-23,29;-50,07;SANTO ANTONIO DA PLATINA - PR;SANTO ANTONIO DA PLATINA;PR;262923,233829552
3501;-22,73;-52,34;SANTO ANTONIO DO CAIUA - PR;SANTO ANTONIO DO CAIUA;PR;17336,2019877231
3502;-23,49;-50,64;SANTO ANTONIO DO PARAISO - PR;SANTO ANTONIO DO PARAISO;PR;17602,001584325
3503;-26,07;-53,72;SANTO ANTONIO DO SUDOESTE - PR;SANTO ANTONIO DO SUDOESTE;PR;120974,08734798
3504;-22,69;-51,79;SANTO INACIO - PR;SANTO INACIO;PR;31723,4289368181
3505;-23,31;-52,47;SAO CARLOS DO IVAI - PR;SAO CARLOS DO IVAI;PR;37206,5979553774
3506;-23,72;-50,74;SAO JERONIMO DA SERRA - PR;SAO JERONIMO DA SERRA;PR;73040,2084602622
3507;-25,82;-52,72;SAO JOAO - PR;SAO JOAO;PR;84532,6620121288
3508;-22,85;-52,33;SAO JOAO DO CAIUA - PR;SAO JOAO DO CAIUA;PR;42646,0281014201
3509;-23,98;-51,81;SAO JOAO DO IVAI - PR;SAO JOAO DO IVAI;PR;87497,6070695721
3510;-25,68;-50,29;SAO JOAO DO TRIUNFO - PR;SAO JOAO DO TRIUNFO;PR;77782,8584741683
3511;-23,43;-52,29;SAO JORGE DO IVAI - PR;SAO JORGE DO IVAI;PR;59338,2980583159
3512;-23,74;-53,92;SAO JORGE DO PATROCINIO - PR;SAO JORGE DO PATROCINIO;PR;37799,7033480589
3513;-25,7;-52,91;SAO JORGE D'OESTE - PR;SAO JORGE D'OESTE;PR;44238,7303626516
3514;-23,91;-49,65;SAO JOSE DA BOA VISTA - PR;SAO JOSE DA BOA VISTA;PR;48131,526498064
3515;-24,83;-54,06;SAO JOSE DAS PALMEIRAS - PR;SAO JOSE DAS PALMEIRAS;PR;27115,6952073068
3516;-25,53;-49,2;SAO JOSE DOS PINHAIS - PR;SAO JOSE DOS PINHAIS;PR;1028161,19299756
3517;-23,4;-52,64;SAO MANUEL DO PARANA - PR;SAO MANUEL DO PARANA;PR;12878,9401445034
3518;-25,87;-50,38;SAO MATEUS DO SUL - PR;SAO MATEUS DO SUL;PR;233432,417511281
3519;-25,34;-54,23;SAO MIGUEL DO IGUACU - PR;SAO MIGUEL DO IGUACU;PR;151326,550733267
3520;-24,93;-53,85;SAO PEDRO DO IGUACU - PR;SAO PEDRO DO IGUACU;PR;46443,9903702866
3521;-23,86;-51,85;SAO PEDRO DO IVAI - PR;SAO PEDRO DO IVAI;PR;65980,8876865067
3522;-22,82;-53,22;SAO PEDRO DO PARANA - PR;SAO PEDRO DO PARANA;PR;18622,3998056803
3523;-23,46;-50,76;SAO SEBASTIAO DA AMOREIRA - PR;SAO SEBASTIAO DA AMOREIRA;PR;56420,8047768611
3524;-23,53;-52,59;SAO TOME - PR;SAO TOME;PR;31189,162629449
3525;-23,91;-50,58;SAPOPEMA - PR;SAPOPEMA;PR;50698,0745014363
3526;-23,44;-51,87;SARANDI - PR;SARANDI;PR;370481,742608044
3527;-25,69;-52,61;SAUDADE DO IGUACU - PR;SAUDADE DO IGUACU;PR;24710,7771018807
3528;-24,11;-49,46;SENGES - PR;SENGES;PR;104900,358913253
3529;-25,38;-54,05;SERRANOPOLIS DO IGUACU - PR;SERRANOPOLIS DO IGUACU;PR;30090,0435986845
3530;-23,03;-50,83;SERTANEJA - PR;SERTANEJA;PR;41424,2845925673
3531;-23,05;-51,03;SERTANOPOLIS - PR;SERTANOPOLIS;PR;92380,0186791187
3532;-23,68;-49,83;SIQUEIRA CAMPOS - PR;SIQUEIRA CAMPOS;PR;99232,7226120958
3533;-25,7;-52,72;SULINA - PR;SULINA;PR;26669,9070843024
3534;-23,72;-51,09;TAMARANA - PR;TAMARANA;PR;57862,9249553736
3535;-23,2;-52,46;TAMBOARA - PR;TAMBOARA;PR;30529,628728618
3536;-23,73;-52,87;TAPEJARA - PR;TAPEJARA;PR;82847,3860863479
3537;-23,32;-53,06;TAPIRA - PR;TAPIRA;PR;44906,5319186822
3538;-25,36;-50,46;TEIXEIRA SOARES - PR;TEIXEIRA SOARES;PR;52095,6977056812
3539;-24,32;-50,61;TELEMACO BORBA - PR;TELEMACO BORBA;PR;359451,79982818
3540;-23,76;-52,44;TERRA BOA - PR;TERRA BOA;PR;99167,1483920563
3541;-22,7;-52,61;TERRA RICA - PR;TERRA RICA;PR;90928,991857843
3542;-24,15;-54,09;TERRA ROXA - PR;TERRA ROXA;PR;114206,560977478
3543;-24,5;-50,41;TIBAGI - PR;TIBAGI;PR;117940,68134589
3544;-25,92;-49,19;TIJUCAS DO SUL - PR;TIJUCAS DO SUL;PR;77090,2581614822
3545;-24,71;-53,74;TOLEDO - PR;TOLEDO;PR;544886,202409492
3546;-23,77;-49,95;TOMAZINA - PR;TOMAZINA;PR;71119,070281054
3547;-25,41;-53,18;TRES BARRAS DO PARANA - PR;TRES BARRAS DO PARANA;PR;81865,9553885469
3548;-24,97;-49,08;TUNAS DO PARANA - PR;TUNAS DO PARANA;PR;23524,0738732806
3549;-23,87;-52,87;TUNEIRAS DO OESTE - PR;TUNEIRAS DO OESTE;PR;64252,8591317314
3550;-24,58;-53,51;TUPASSI - PR;TUPASSI;PR;52345,6449630746
3551;-25,04;-51,53;TURVO - PR;TURVO;PR;91098,2393026401
3552;-24,54;-52,98;UBIRATA - PR;UBIRATA;PR;147913,818749776
3553;-23,76;-53,32;UMUARAMA - PR;UMUARAMA;PR;526057,163879934
3554;-26,23;-51,08;UNIAO DA VITORIA - PR;UNIAO DA VITORIA;PR;279526,172548941
3555;-23,08;-52,15;UNIFLOR - PR;UNIFLOR;PR;16477,8274302984
3556;-23,19;-50,79;URAI - PR;URAI;PR;84224,4094173451
3557;-24,24;-50,24;VENTANIA - PR;VENTANIA;PR;51281,6289544866
3558;-25,05;-53,87;VERA CRUZ DO OESTE - PR;VERA CRUZ DO OESTE;PR;66018,7236857118
3559;-25,88;-52,9;VERE - PR;VERE;PR;54426,0719789323
3560;-23,5;-53,72;VILA ALTA - PR;VILA ALTA;PR;24888,2449465359
3561;-25,38;-52,19;VIRMOND - PR;VIRMOND;PR;24212,6381116352
3562;-26,27;-52,78;VITORINO - PR;VITORINO;PR;41350,4857172705
3563;-23,87;-49,8;WENCESLAU BRAZ - PR;WENCESLAU BRAZ;PR;113691,871139482
3564;-23,73;-53,49;XAMBRE - PR;XAMBRE;PR;43124,2617993469
3565;-23;-44,31;ANGRA DOS REIS - RJ;ANGRA DOS REIS;RJ;600477,063189204
3566;-21,62;-42,1;APERIBE - RJ;APERIBE;RJ;48797,511913097
3567;-22,87;-42,34;ARARUAMA - RJ;ARARUAMA;RJ;462940,404461777
3568;-22,23;-43,1;AREAL - RJ;AREAL;RJ;56215,1053871439
3569;-22,74;-41,88;ARMACAO DE BUZIOS - RJ;ARMACAO DE BUZIOS;RJ;91737,7176921058
3570;-22,96;-42,02;ARRAIAL DO CABO - RJ;ARRAIAL DO CABO;RJ;137882,75661153
3571;-22,47;-43,82;BARRA DO PIRAI - RJ;BARRA DO PIRAI;RJ;567241,801914315
3572;-22,54;-44,17;BARRA MANSA - RJ;BARRA MANSA;RJ;1042927,85176668
3573;-22,76;-43,39;BELFORD ROXO - RJ;BELFORD ROXO;RJ;399319
3574;-22,15;-42,41;BOM JARDIM - RJ;BOM JARDIM;RJ;133467,656728276
3575;-21,13;-41,68;BOM JESUS DO ITABAPOANA - RJ;BOM JESUS DO ITABAPOANA;RJ;197721,940060507
3576;-22,87;-42,01;CABO FRIO - RJ;CABO FRIO;RJ;684793,498249956
3577;-22,46;-42,65;CACHOEIRAS DE MACACU - RJ;CACHOEIRAS DE MACACU;RJ;285062,25870681
3578;-21,57;-41,91;CAMBUCI - RJ;CAMBUCI;RJ;93968,4402605346
3579;-21,75;-41,32;CAMPOS DOS GOYTACAZES - RJ;CAMPOS DOS GOYTACAZES;RJ;389547
3580;-21,98;-42,36;CANTAGALO - RJ;CANTAGALO;RJ;115479,819450863
3581;-22,18;-41,66;CARAPEBUS - RJ;CARAPEBUS;RJ;55082,3760341931
3582;-21,48;-41,61;CARDOSO MOREIRA - RJ;CARDOSO MOREIRA;RJ;74264,3112785037
3583;-21,93;-42,6;CARMO - RJ;CARMO;RJ;99527,072793026
3584;-22,48;-42,2;CASIMIRO DE ABREU - RJ;CASIMIRO DE ABREU;RJ;125142,505045655
3585;-22,02;-43,2;COMENDADOR LEVY GASPARIAN - RJ;COMENDADOR LEVY GASPARIAN;RJ;49484,9015063922
3586;-22,08;-41,86;CONCEICAO DE MACABU - RJ;CONCEICAO DE MACABU;RJ;124192,396715297
3587;-22,02;-42,36;CORDEIRO - RJ;CORDEIRO;RJ;105474,623545649
3588;-22,05;-42,52;DUAS BARRAS - RJ;DUAS BARRAS;RJ;69203,693395103
3589;-22,78;-43,31;DUQUE DE CAXIAS - RJ;DUQUE DE CAXIAS;RJ;715089
3590;-22,55;-43,67;ENGENHEIRO PAULO DE FRONTIN - RJ;ENGENHEIRO PAULO DE FRONTIN;RJ;80291,214800074
3591;-22,53;-42,98;GUAPIMIRIM - RJ;GUAPIMIRIM;RJ;196728,706711323
3592;-22,83;-42,22;IGUABA GRANDE - RJ;IGUABA GRANDE;RJ;60611,7735519556
3593;-22,74;-42,85;ITABORAI - RJ;ITABORAI;RJ;1001956,5418017
3594;-22,85;-43,77;ITAGUAI - RJ;ITAGUAI;RJ;422356,433703048
3595;-21,42;-41,69;ITALVA - RJ;ITALVA;RJ;87816,4369660974
3596;-21,67;-42,08;ITAOCARA - RJ;ITAOCARA;RJ;156543,753625239
3597;-21,2;-41,88;ITAPERUNA - RJ;ITAPERUNA;RJ;542640,370382849
3598;-22,49;-44,56;ITATIAIA - RJ;ITATIAIA;RJ;133641,4341762
3599;-22,64;-43,65;JAPERI - RJ;JAPERI;RJ;456226,460388821
3600;-21,2;-42,12;LAJE DO MURIAE - RJ;LAJE DO MURIAE;RJ;52335,5498105898
3601;-22,37;-41,78;MACAE - RJ;MACAE;RJ;740662,566687456
3602;-21,98;-42,25;MACUCO - RJ;MACUCO;RJ;36947,7344475423
3603;-22,65;-43,04;MAGE - RJ;MAGE;RJ;1225494,39412333
3604;-22,96;-44,04;MANGARATIBA - RJ;MANGARATIBA;RJ;128782,412237784
3605;-22,91;-42,81;MARICA - RJ;MARICA;RJ;392953,958912295
3606;-22,52;-43,73;MENDES - RJ;MENDES;RJ;107124,558164801
3607;-22,45;-43,46;MIGUEL PEREIRA - RJ;MIGUEL PEREIRA;RJ;130703,847378783
3608;-21,41;-42,19;MIRACEMA - RJ;MIRACEMA;RJ;150858,002592654
3609;-21,04;-41,97;NATIVIDADE - RJ;NATIVIDADE;RJ;91302,7931463931
3610;-22,8;-43,41;NILOPOLIS - RJ;NILOPOLIS;RJ;966313,318702237
3611;-22,88;-43,1;NITEROI - RJ;NITEROI;RJ;450364
3612;-22,28;-42,53;NOVA FRIBURGO - RJ;NOVA FRIBURGO;RJ;1140286,95308425
3613;-22,75;-43,45;NOVA IGUACU - RJ;NOVA IGUACU;RJ;826188
3614;-22,61;-43,7;PARACAMBI - RJ;PARACAMBI;RJ;259869,62606656
3615;-22,16;-43,29;PARAIBA DO SUL - RJ;PARAIBA DO SUL;RJ;232832,622533122
3616;-23,21;-44,71;PARATI - RJ;PARATI;RJ;179288,404166437
3617;-22,42;-43,41;PATY DO ALFERES - RJ;PATY DO ALFERES;RJ;152091,254610823
3618;-22,5;-43,17;PETROPOLIS - RJ;PETROPOLIS;RJ;1728313,85956095
3619;-22,51;-44;PINHEIRAL - RJ;PINHEIRAL;RJ;118633,26960888
3620;-22,62;-43,89;PIRAI - RJ;PIRAI;RJ;138075,644285043
3621;-20,96;-42,04;PORCIUNCULA - RJ;PORCIUNCULA;RJ;95944,7191835928
3622;-22,42;-44,29;PORTO REAL - RJ;PORTO REAL;RJ;53862,2096580027
3623;-22,4;-44,25;QUATIS - RJ;QUATIS;RJ;62569,5638871412
3624;-22,71;-43,55;QUEIMADOS - RJ;QUEIMADOS;RJ;727827,136532217
3625;-22,1;-41,47;QUISSAMA - RJ;QUISSAMA;RJ;79142,0705216327
3626;-22,46;-44,44;RESENDE - RJ;RESENDE;RJ;602382,012023761
3627;-22,7;-42,62;RIO BONITO - RJ;RIO BONITO;RJ;296387,943617928
3628;-22,72;-44,13;RIO CLARO - RJ;RIO CLARO;RJ;90569,8668132698
3629;-22,16;-43,58;RIO DAS FLORES - RJ;RIO DAS FLORES;RJ;40971,9314203034
3630;-22,52;-41,94;RIO DAS OSTRAS - RJ;RIO DAS OSTRAS;RJ;187211,438661135
